shelter,address,city,county,state,zip,longitude,latitude,phone,accepting,notes,source,private_notes,allow_pets,pets,unofficial,accessibility,active
STURGIS SENIOR CENTER,"1002 MONROE STREET, , STURGIS, KY  42459",STURGIS,UNION,KY,42459,-87.98159996,37.55042369,2703894550,no,General Notes: Updated agree 8-14-11,SHAKEN_FURY_2019_BATCH_1_ID:31750,"Evacuation Capacity: 71

Longterm Capacity: 35",false,No,false,"",true
Clinton County High School,"65 High School Drive, , Albany, KY  42602",Albany,Clinton,KY,42602,-85.1325964,36.7093053,6063875569,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31752,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
James Madison Middle School,"510 Brown Road, , Madisonville, KY  42431",Madisonville,Hopkins,KY,42431,-87.47466067,37.3329691,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31754,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Mcclean County High School,"1859 KY 136, , Calhoun, KY  42327",Calhoun,McLean,KY,42327,-87.27891873,37.56780616,2702535270,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31755,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Alternative Choice High School,"805 EAST 7TH STREET, , Owensboro, KY  42301",Owensboro,Daviess,KY,42301,-87.11892569,37.7691145,0,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31801,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
CALHOUN ELEMENTARY SCHOOL,"755 MAIN STREET, , Calhoun, KY  42327",Calhoun,McLean,KY,42327,-87.25942959,37.54357741,2702735191,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31802,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
CRAVENS ELEMENTARY,"2741 CRAVENS AVENUE, , Owensboro, KY  42301",Owensboro,Daviess,KY,42301,-87.145327,37.768842,2706861010,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31803,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
ESTES ELEMENTARY SCHOOL,"1675 LEITCHFIELD ROAD, , Owensboro, KY  42303",Owensboro,Daviess,KY,42303,-87.08730599,37.76318835,2706861030,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31804,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
First Baptist Church,"514 East. 4th. Street, , OWENSBORO, KY  42303",OWENSBORO,DAVIESS,KY,42303,-87.10884924,37.77468077,2706835641,no,"General Notes: Used for 2007 tornado, 2009 ice storm feeding seperater building from shelter",SHAKEN_FURY_2019_BATCH_1_ID:31805,"Evacuation Capacity: 140

Longterm Capacity: 70",false,No,false,"",true
FOUST ELEMENTARY SCHOOL,"601 FOUST AVENUE, , Owensboro, KY  42301",Owensboro,Daviess,KY,42301,-87.13149054,37.76934981,2706861060,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31806,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Hancock County High School,"80 STATE ROUTE 271 SOUTH, , LEWISPORT, KY  42351",LEWISPORT,HANCOCK,KY,42351,-86.80429008,37.91920952,2709276914,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31807,"Evacuation Capacity: 425

Longterm Capacity: 212",false,Unknown,false,"",true
ISLAND CITY HALL,"280 ADAMS AVENUE, , Island, KY  42350",Island,McLean,KY,42350,-87.14859101,37.43876782,2704863992,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31808,"Evacuation Capacity: 60

Longterm Capacity: 0",false,Unknown,false,"",true
ISLAND LEARNING CENTER,"431 ISLAND, , Island, KY  42350",Island,McLean,KY,42350,-87.1559113,37.4264522,2704863111,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31809,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Lewisport United Methodist Church,"450 FOURTH STREET, , Lewisport, KY  42351",Lewisport,Hancock,KY,42351,-86.90085319,37.93468585,2709276914,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31810,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Livermore City Building,"105 WEST THIRD STREET, , Livermore, KY  42352",Livermore,McLean,KY,42352,-87.13601465,37.4881663,2702782113,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31811,"Evacuation Capacity: 60

Longterm Capacity: 0",false,Unknown,false,"",true
LIVERMORE ELEMENTARY SCHOOL,"110 EIGHTH STREET, , Livermore, KY  42352",Livermore,McLean,KY,42352,-87.1361302,37.494462,2704863111,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31812,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Mcclean County Middle School,"1901 KY 136, , Calhoun, KY  42327",Calhoun,McLean,KY,42327,-87.27918268,37.56830975,2702735191,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31813,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Mcclean County School Board,"283 MAIN STREET, , Calhoun, KY  42327",Calhoun,McLean,KY,42327,-87.25833896,37.53813931,2702735257,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31814,"Evacuation Capacity: 10

Longterm Capacity: 0",false,Unknown,false,"",true
Mcclean County Senior Citizen Center,"875 WALNUT STREET, , Calhoun, KY  42327",Calhoun,McLean,KY,42327,-87.25805221,37.54538961,"",no,Directions to Facility: Take Hwy. 136 East 81 turn left from Owensboro turn on Walnut Street.,SHAKEN_FURY_2019_BATCH_1_ID:31815,"Evacuation Capacity: 180

Longterm Capacity: 0",false,Unknown,false,"",true
NEWTON PARRISH ELEMENTARY SCHOOL,"510 BYERS AVENUE, , Owensboro, KY  42303",Owensboro,Daviess,KY,42303,-87.10542886,37.73959931,2706861060,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31816,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Owensboro Christian Church,"2818 New Hartford Rd, , OWENSBORO, KY  42303",OWENSBORO,DAVIESS,KY,42303,-87.09643994,37.74556066,"",no,"General Notes: Facility actually has 2 gyms but if only 'big' gym is used about 175 could stay. Facility used to be a shopping mall, there are other rooms that could be used for sheltering.",SHAKEN_FURY_2019_BATCH_1_ID:31817,"Evacuation Capacity: 2880

Longterm Capacity: 1440",false,No,false,"",true
Owensboro High School,"1800 FREDERICA STREET, , Owensboro, KY  42301",Owensboro,Daviess,KY,42301,-87.11203039,37.75835081,2706861110,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31818,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
OWENSBORO MIDDLE SCHOOL,"1300 BOOTH AVENUE, , Owensboro, KY  42301",Owensboro,Daviess,KY,42301,-87.12397379,37.74980949,2706861130,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31819,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
SACRAMENTO ELEMENTARY SCHOOL,"640 MAIN STREET, , Sacramento, KY  42372",Sacramento,McLean,KY,42372,-87.2661905,37.41699207,2707362343,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31820,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Seven Hills Elementary School,"2401 MCCONNELL AVENUE, , Owensboro, KY  42303",Owensboro,Daviess,KY,42303,-87.08926531,37.75464776,2706861120,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31821,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
SOUTH HANCOCK ELEMENTARY SCHOOL,"8631 STATE ROUTE 69, , HAWESVILLE, KY  42348",HAWESVILLE,HANCOCK,KY,42348,-86.77291551,37.7832195,2709276762,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31822,"Evacuation Capacity: 475

Longterm Capacity: 237",false,Unknown,false,"",true
SUTTON ELEMENTARY SCHOOL,"2060 LEWIS LANE, , Owensboro, KY  42301",Owensboro,Daviess,KY,42301,-87.13085798,37.74935133,2706861140,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31823,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Barnett's Lick Baptist Church,"1415 Oak Ridge Road, , MORGANTOWN, KY  42261",MORGANTOWN,BUTLER,KY,42261,-86.6094204,37.3239353,"",no,"Directions to Facility: Natcher Parkway to exit at MM28, turn right onto Hwy 79, go 11.1 miles. Turn left on Hwy 340, go 1.4 miles, church is on left.",SHAKEN_FURY_2019_BATCH_1_ID:31824,"Evacuation Capacity: 50

Longterm Capacity: 25",false,No,false,"",true
Blackjack Baptist Church,"4197 Blackjack Road, , FRANKLIN, KY  42134",FRANKLIN,SIMPSON,KY,42134,-86.5564,36.7464,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31825,"Evacuation Capacity: 50

Longterm Capacity: 25",false,No,false,"",true
F. O. Moxley Center,"225 Third Street, , BOWLING GREEN, KY  42101",BOWLING GREEN,WARREN,KY,42101,-86.4354632,37.0005767,2073933249,no,Directions to Facility: From the chapter turn right. Center is the far end of the first building on left,SHAKEN_FURY_2019_BATCH_1_ID:31826,"Evacuation Capacity: 735

Longterm Capacity: 367",false,No,false,"",true
Broadway United Methodist Church,"1323 MELROSE, , BOWLING GREEN, KY  42104",BOWLING GREEN,WARREN,KY,42104,-86.4408978,36.969244,2708433942,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31827,"Evacuation Capacity: 174

Longterm Capacity: 87

Additional Notes: DIAGRAM DRAWN",false,No,false,"",true
Christ Episcopal Church,"1215 State Street, , BOWLING GREEN, KY  42101",BOWLING GREEN,WARREN,KY,42101,-86.4453851,36.9896847,2708436563,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31828,"Evacuation Capacity: 112

Longterm Capacity: 0

Restrictions: Please call first to verify facility is available and not booked for weddings/funerals

Additional Notes: Uploaded with documents",false,No,false,"",true
Christ United Methodist Church,"716 Cave Mill Road, , BOWLING GREEN, KY  42104",BOWLING GREEN,WARREN,KY,42104,-86.468032,36.9516855,"",no,"Directions to Facility: From Chapter, turn L on Scottsville Rd. to HWY 31W, turn L and continue to Cave Mill Rd. turn LEFT, church on LEFT",SHAKEN_FURY_2019_BATCH_1_ID:31829,"Evacuation Capacity: 0

Longterm Capacity: 133",false,Unknown,false,"",true
Franklin Elementary School,"211 South Main Street, , FRANKLIN, KY  42134",FRANKLIN,SIMPSON,KY,42134,-86.57822095,36.72097511,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31830,"Evacuation Capacity: 200

Longterm Capacity: 100

Restrictions: ONLY available when school is NOT in session",false,No,false,"",true
Franklin-Simpson High School,"400 South College Street, , FRANKLIN, KY  42134",FRANKLIN,SIMPSON,KY,42134,-86.57873161,36.71480324,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31831,"Evacuation Capacity: 300

Longterm Capacity: 150

Restrictions: Available only when school is NOT in session.",false,No,false,"",true
Franklin-Simpson Middle School,"322 South College Street, , FRANKLIN, KY  42134",FRANKLIN,SIMPSON,KY,42134,-86.57986368,36.71235619,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31832,"Evacuation Capacity: 400

Longterm Capacity: 200

Restrictions: Availabe only when school is NOT in session",false,No,false,"",true
Gasper River Association Of Baptists,"530 Helm Lane, , MORGANTOWN, KY  42261",MORGANTOWN,BUTLER,KY,42261,-86.41683,37.1358,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31833,"Evacuation Capacity: 100

Longterm Capacity: 50",false,No,false,"",true
Hillvue Heights Church,"3219 Nashville Road, , BOWLING GREEN, KY  42101",BOWLING GREEN,WARREN,KY,42101,-86.46515399,36.96617059,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31834,"Evacuation Capacity: 0

Longterm Capacity: 150",false,No,false,"",true
Lake Springs Baptist Church,"1429 Lake Springs Road, , FRANKLIN, KY  42134",FRANKLIN,SIMPSON,KY,42134,-86.58381648,36.67683641,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31835,"Evacuation Capacity: 0

Longterm Capacity: 50",false,No,false,"",true
Lincoln Elementary School,"601 John J Johnson Avenue, , FRANKLIN, KY  42134",FRANKLIN,SIMPSON,KY,42134,-86.58329945,36.72770132,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31836,"Evacuation Capacity: 0

Longterm Capacity: 400

Restrictions: Available when school is NOT in session",false,No,false,"",true
Living Hope Baptist Church,"1805 Westen, , BOWLING GREEN, KY  42104",BOWLING GREEN,WARREN,KY,42104,-86.453158,36.9604876,2078439462,no,"General Notes: CHILDRENS OFFICES TO BE USED IF NEEDED-MUST BE RETURNED TO PREVIOUS STATE IF CHURCH ACTIVITIES REQUIRE USE. 3 KITCHENS,SECOND BUILDING PORTION-ELECTRIC, ALMOST ALL DOORS HANDICAP ACCESSIBLE",SHAKEN_FURY_2019_BATCH_1_ID:31837,"Evacuation Capacity: 770

Longterm Capacity: 385",false,No,false,"",true
Rich Pond Baptist Church,"200 Brad Avenue, , BOWLING GREEN, KY  42104",BOWLING GREEN,WARREN,KY,42104,-86.5125165,36.898527,"",no,"Directions to Facility: From BG proceed South on Hwy 31W. Turn left at Rich Pond-Rockfield Road. Turn Left at Odeans Mayes Rd, then turn right onto Brad St.",SHAKEN_FURY_2019_BATCH_1_ID:31839,"Evacuation Capacity: 0

Longterm Capacity: 250",false,No,false,"",true
Saint Mary's Catholic Church,"403 North Main Street, , FRANKLIN, KY  42134",FRANKLIN,SIMPSON,KY,42134,-86.577451,36.72492141,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31840,"Evacuation Capacity: 0

Longterm Capacity: 75",false,No,false,"",true
State Street Baptist Church,"340 State Street, , BOWLING GREEN, KY  42101",BOWLING GREEN,WARREN,KY,42101,-86.43334,36.997483,"",no,"Directions to Facility: From ARC turn left on Scottsville Rd, straight to State St, Right on State to 4th St, church is on Right.",SHAKEN_FURY_2019_BATCH_1_ID:31841,"Evacuation Capacity: 100

Longterm Capacity: 50

Restrictions: IF USED AS SHELTER, SANCTUARY MORE THAN LIKELY WOULDN'T BE USED UNLESS EVAC SHELTER NECESSARY, OTHERWISE CAFETERIA TO BE USED AS DORM.

Additional Notes: FOR USE AS SMALL SHELTER, PREFERABLY WILL BE USED AS KITCHEN FACILITY",false,No,false,"",true
Warren Central High School,"559 Morgantown Road, , BOWLING GREEN, KY  42101",BOWLING GREEN,WARREN,KY,42101,-86.46983497,36.98390505,"",no,Directions to Facility: L on CENTER ST. R onto E 6TH AVE/KY-234 N. Take 1st LEFT -KY ST/US-68/KY-80/ADAMS ST. Turn RIGHT onto US-231-BR/US-68-BR. Turn SLIGHT RIGHT onto MORGANTOWN RD/US-231-BR. school is on LEFT,SHAKEN_FURY_2019_BATCH_1_ID:31842,"Evacuation Capacity: 0

Longterm Capacity: 125",false,No,false,"",true
Boyd County High School,"12307 Midland Trail Road, , Ashland, KY  41101",Ashland,Boyd,KY,41101,-82.70444682,38.3758786,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31843,"Evacuation Capacity: 60

Longterm Capacity: 60",false,Unknown,false,"",true
Boyd County Middle School,"1226 Summit Road, , Ashland, KY  41101",Ashland,Boyd,KY,41101,-82.6933194,38.4326978,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31844,"Evacuation Capacity: 60

Longterm Capacity: 60",false,Unknown,false,"",true
Cannonsburg Elementary School,"12219 Midland Trail Road, , Ashland, KY  41102",Ashland,Boyd,KY,41102,-82.70349609,38.37680039,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31845,"Evacuation Capacity: 40

Longterm Capacity: 40",false,Unknown,false,"",true
Carter Elementary School,"12594 State Highway 2, , Olive Hill, KY  41164",Olive Hill,Carter,KY,41164,-83.20859854,38.32622624,"",no,"Directions to Facility: CLOSED BUILDING. CANNOT BE USED.

General Notes: CLOSED BUILDING. CANNOT BE USED.",SHAKEN_FURY_2019_BATCH_1_ID:31846,"Evacuation Capacity: 40

Longterm Capacity: 40

Restrictions: This facility can only be used as a shelter if there is no school",false,Unknown,false,"",true
East Carter High School,"405 Hitchins Road, , Grayson, KY  41143",Grayson,Carter,KY,41143,-82.93054065,38.32625649,6064745714,no,General Notes: Available when school is not in session,SHAKEN_FURY_2019_BATCH_1_ID:31847,"Evacuation Capacity: 3000

Longterm Capacity: 1500

Restrictions: Available only if there is no school",false,No,false,"",true
Heritage Elementary School,"4863 South State Highway 1, , Grayson, KY  41143",Grayson,Carter,KY,41143,-82.9142913,38.2649003,"",no,General Notes: Can be used when school is not in session,SHAKEN_FURY_2019_BATCH_1_ID:31848,"Evacuation Capacity: 210

Longterm Capacity: 105

Restrictions: Only in emergency or school not in session",false,No,false,"",true
Lawrence County High School,"100 Bulldog Lane, , Louisa, KY  41230",Louisa,Lawrence,KY,41230,-82.60575208,38.0951353,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31849,"Evacuation Capacity: 90

Longterm Capacity: 90",false,Unknown,false,"",true
Louisa Elementary School - Upper,"235 Powhatton Street, , Louisa, KY  41230",Louisa,Lawrence,KY,41230,-82.6009267,38.1126873,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31851,"Evacuation Capacity: 1

Longterm Capacity: 0",false,Unknown,false,"",true
Louisa Middle School,"#9 Bulldog Lane, , Louisa, KY  41230",Louisa,Lawrence,KY,41230,-82.60567826,38.09361617,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31852,"Evacuation Capacity: 50

Longterm Capacity: 50",false,Unknown,false,"",true
Oakview Elementary School,"3111 Blackburn Avenue, , Ashland, KY  41101",Ashland,Boyd,KY,41101,-82.64359656,38.45464929,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31853,"Evacuation Capacity: 40

Longterm Capacity: 40",false,Unknown,false,"",true
Ponderosa Elementary School,"16701 Ponderosa Drive, , Catlettsburg, KY  41129",Catlettsburg,Boyd,KY,41129,-82.68826225,38.34126232,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31854,"Evacuation Capacity: 40

Longterm Capacity: 40",false,Unknown,false,"",true
Star Elementary School,"8249 East Highway 60, , Rush, KY  41168",Rush,Boyd,KY,41168,-82.80146985,38.35316616,"",no,General Notes: NOT GOOD FOR SHELTER. VERY SMALL. NO SHOWERS.,SHAKEN_FURY_2019_BATCH_1_ID:31855,"Evacuation Capacity: 0

Longterm Capacity: 40",false,Unknown,false,"",true
Upper Tygart Elementary School,"21039 West US Highway 60, , Olive Hill, KY  41164",Olive Hill,Carter,KY,41164,-83.28112478,38.29571611,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31857,"Evacuation Capacity: 400

Longterm Capacity: 200

Restrictions: Available for emergency or when school is not in session",false,Unknown,false,"",true
West Carter High School,"365 West Carter Drive, , Olive Hill, KY  41164",Olive Hill,Carter,KY,41164,-83.12021122,38.42811858,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31858,"Evacuation Capacity: 150

Longterm Capacity: 75",false,Unknown,false,"",true
A W Watts Senior Center,"1402 West 7th Street, , HOPKINSVILLE, KY  42240",HOPKINSVILLE,CHRISTIAN,KY,42240,-87.5030699,36.8757708,2708868885,no,Directions to Facility: Travel West 7th st (highway 68/80) from the west- 1 mile into city on left 500' before cross street of North Drive.,SHAKEN_FURY_2019_BATCH_1_ID:31859,"Evacuation Capacity: 1000

Longterm Capacity: 0",false,No,false,"",true
Christian County High School,"220 Glass Avenue, , Hopkinsville, KY  42240",Hopkinsville,Christian,KY,42240,-87.48751136,36.87720419,2708877050,no,"Directions to Facility: Going North on 41 highway, turn West on Glass Ave.

General Notes: Gym flooded but not in floodplain",SHAKEN_FURY_2019_BATCH_1_ID:31860,"Evacuation Capacity: 800

Longterm Capacity: 400",false,Unknown,false,"",true
Freedom Elementary,"831 North Drive, , Hopkinsville, KY  42240",Hopkinsville,Christian,KY,42240,-87.4939313,36.8841768,2708877150,no,"Directions to Facility: Going West on 68/80 (7th St.) turn north on North Drive. 1 1/2 miles on left on Whippoorwill Drive.

General Notes: Remodeled from old Christian County Middle School",SHAKEN_FURY_2019_BATCH_1_ID:31861,"Evacuation Capacity: 385

Longterm Capacity: 192",false,No,false,"",true
Crofton Elementary School,"12145 South Madisonvile Rd, , CROFTON, KY  42217",CROFTON,CHRISTIAN,KY,42217,-87.485187,37.035246,2708877190,no,"",SHAKEN_FURY_2019_BATCH_1_ID:31862,"Evacuation Capacity: 297

Longterm Capacity: 148",false,No,false,"",true
Dawson Springs High School,"317 Eli Street, , DAWSON SPRINGS, KY  42408",DAWSON SPRINGS,HOPKINS,KY,42408,-87.6885503,37.16731385,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31863,"Evacuation Capacity: 200

Longterm Capacity: 0",false,Unknown,false,"",true
First Christian Church,"1030 College Drive, , MADISONVILLE, KY  42431",MADISONVILLE,HOPKINS,KY,42431,-87.49728725,37.36058256,"",no,"Directions to Facility: From chapter office, go north on Main St. until you get to College Dr. Turn left, church is the first building on the right.",SHAKEN_FURY_2019_BATCH_1_ID:31865,"Evacuation Capacity: 200

Longterm Capacity: 100",false,No,false,"",true
Grapevine Elementary School,"1150 Hayes Avenue, , MADISONVILLE, KY  42431",MADISONVILLE,HOPKINS,KY,42431,-87.4882623,37.30964766,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:31866,"Evacuation Capacity: 182

Longterm Capacity: 0",false,Unknown,false,"",true
Hopkinsville High School,"430 Koffman Drive, , Hopkinsville, KY  42240",Hopkinsville,Christian,KY,42240,-87.50750212,36.842889,2708877110,no,Directions to Facility: Travel North on LaFayette Rd. turn right onto Kaufman Dr. School is at the end of the street.,SHAKEN_FURY_2019_BATCH_1_ID:31868,"Evacuation Capacity: 300

Longterm Capacity: 150",false,Unknown,false,"",true
Hopkinsville Middle School,"434 Koffman Drive, , Hopkinsville, KY  42240",Hopkinsville,Christian,KY,42240,-87.50748522,36.84297404,2708877130,no,Directions to Facility: Travel West of Hwy 380 (Country Club) turn south on Sunset Circle for 1 block then left on Koffman Dr. to school.,SHAKEN_FURY_2019_BATCH_1_ID:31869,"Evacuation Capacity: 435

Longterm Capacity: 217",false,Unknown,false,"",true
