field0001,field0002,field0003,field0004,field0005,field0006,field0007,field0008,field0009,field0010,field0011,field0012,field0013,field0014,field0015,field0016,field0017,field0018,field0019,field0020,field0021,field0022,field0023,field0024,field0025,field0026,field0027,field0028,field0029,field0030,field0031,field0032,field0033,field0034,field0035,field0036,field0061,field0062,field0063,field0064,field0065,field0066,field0067,field0068,field0069,field0070,field0071,field0072,field0073,field0074,field0075,field0076,field0077,field0078,field0079,field0080,field0084,field0085,field0086,field0087,field0088,field0089,field0090,field0091,field0092,field0093,field0094,field0095,field0096,field0097,field0098,field0099,field0100,field0101,field0102,field0103,field0104,field0105,field0106,field0107,field0108,field0109,field0110,field0111,field0112,field0113,field0114,field0115,field0116,field0117,field0118,field0119,field0120,field0121,field0122,field0123,field0124,field0125,field0126,field0127,field0128,field0129,field0130,field0131,field0132,field0133,field0134,field0135,field0136,field0137,field0138,field0139,field0140,field0141,field0142,field0143,field0144,field0145,field0146,field0147,field0148,field0149,field0150,field0151,field0152,field0153,field0154,field0155,field0156,field0157,field0158,field0159,field0160,field0161,field0162,field0163,field0164,field0165,field0166,field0167,field0168,field0169,field0170,field0171,field0172,field0173,field0174,field0175,field0176,field0177,field0178,field0179,field0180,field0181,field0182,field0183,field0184,field0185,field0186,field0187,field0188,field0189,field0190,field0191,field0192,field0193,field0194,field0195,field0196,field0197,field0198,field0199,field0200,field0201,field0202,field0203,field0204,field0205,field0206,field0207,field0208,field0209,field0210,field0211,field0212,field0213,field0214,field0215,field0216,field0217,field0218,field0219,field0220,field0221,field0222,field0223,field0224,field0225,field0226,field0227,field0228,field0229,field0230,field0231,field0232,field0233,field0234,field0235,field0236,field0237,field0238,field0239,field0240,field0241,field0242,field0243,field0244,field0245,field0246,field0247,field0248,field0249,field0250
31851,420748,17340,Kentucky Region,Other,ARC Supported,,Louisa Elementary School - Upper,Other,SCHOOL,NO,,,1,0,,Closed,E,235 Powhatton Street,,,Louisa,KY,Lawrence,41230,7,,YES,235 Powhatton Street,,Louisa,KY,41230,,,,4,,-82.6009267,38.1126873,0,,,,,,,,,,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Mike Arthur,National Headquarters (Do not affiliate with Shelters),09/09/2017 15:32:00 MDT
31852,420748,17340,Kentucky Region,ARC,ARC Managed,,Louisa Middle School,General,SCHOOL,NO,,,50,50,,Closed,B,#9 Bulldog Lane,,,Louisa,KY,Lawrence,41230,7,,YES,#9 Bulldog Lane,,Louisa,KY,41230,,,,4,,-82.60567826,38.09361617,0,,,,,,,,,,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Paul Kern,Kentucky Region,10/05/2015 15:31:37 MDT
31853,420748,17340,Kentucky Region,ARC,ARC Managed,,Oakview Elementary School,General,SCHOOL,NO,,,40,40,,Closed,B,3111 Blackburn Avenue,,,Ashland,KY,Boyd,41101,7,,YES,3111 Blackburn Avenue,,Ashland,KY,41101,,,,4,,-82.64359656,38.45464929,0,,,,,,,,,,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Paul Kern,Kentucky Region,10/06/2015 06:39:20 MDT
31854,420748,17340,Kentucky Region,ARC,ARC Managed,,Ponderosa Elementary School,Other,SCHOOL,NO,,,40,40,,Closed,B,16701 Ponderosa Drive,,,Catlettsburg,KY,Boyd,41129,7,,YES,16701 Ponderosa Drive,,Catlettsburg,KY,41129,,,,4,,-82.68826225,38.34126232,0,,,,,,,,,,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Paul Kern,Kentucky Region,10/06/2015 06:41:54 MDT
31855,420748,17340,Kentucky Region,ARC,ARC Managed,,Star Elementary School,General,SCHOOL IS NOT GOOD FOR SHELTER.,NO,,,0,40,,Closed,P,8249 East Highway 60,,,Rush,KY,Boyd,41168,7,,NO,228 South Carol Malone Boulevard,,GRAYSON,KY,41143,,,,4,,-82.80146985,38.35316616,0,,,,,NOT GOOD FOR SHELTER. VERY SMALL.  NO SHOWERS.,,,,,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,boyd varney,Kentucky Region,04/25/2017 09:01:57 MDT
31857,420748,17340,Kentucky Region,ARC,ARC Managed,,Upper Tygart Elementary School,General,SCHOOL,NO,,8000,400,200,,Closed,B,21039 West US Highway 60,,,Olive Hill,KY,Carter,41164,7,,NO,228 South Carol Malone Boulevard,,GRAYSON,KY,41143,,,,4,,-83.28112478,38.29571611,0,NO,NO,,,,,,,,,,Either,,,,NO,,,,,Trissia Scott,04/10/2017 00:00:00 MDT,Emerson Varney,04/25/2017 00:00:00 MDT,,,YES,1,,,,,Available for emergency or when school is not in session,,,NO,YES,NO,NO,NO,NO,NO,NO,0,,0,YES,,NO,YES,YES,YES,,YES,,YES,1,NO,,,12,,,,,,,,,,,,NO,,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,0,150,0,,,NO,YES,YES,YES,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,1,1,YES,NO,,YES,NO,NO,NO,YES,NO,NO,NO,,NO,,NO,NO,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,boyd varney,Kentucky Region,04/25/2017 13:04:00 MDT
31858,420748,17340,Kentucky Region,ARC,ARC Managed,,West Carter High School,General,SCHOOL,NO,,3000,150,75,,Closed,B,365 West Carter Drive,,,Olive Hill,KY,Carter,41164,7,,NO,228 South Carol Malone Boulevard,,GRAYSON,KY,41143,,,,4,,-83.12021122,38.42811858,0,NO,NO,,,,,,9/16/16,09/16/2016 00:00:00 MDT,NO,,Either,,,,YES,,,,,Trissia Scott,04/10/2017 00:00:00 MDT,Emerson Varney,02/25/2017 00:00:00 MST,,,YES,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,1,,,,,,YES,YES,YES,,,,,9,,,,12,,,,,,,,,,,,NO,NO,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,0,250,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,YES,NO,,YES,,YES,NO,YES,NO,NO,NO,,NO,,NO,NO,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,boyd varney,Kentucky Region,04/25/2017 12:35:58 MDT
31859,420748,17340,Kentucky Region,ARC,ARC Managed,,A W Watts Senior Center,Other,SENIOR CENTER,NO,,20000,1000,0,,Closed,E,1402 West 7th Street,,,HOPKINSVILLE,KY,CHRISTIAN,42240,1,,NO,PO Box 561,,HOPKINSVILLE,KY,42240,2708868885,,,4,,-87.5030699,36.8757708,0,,,NO,Travel West 7th st (highway 68/80) from the west- 1 mile into city on left 500' before cross street of North Drive.,,YES,YES,12/14/17,12/14/2017 00:00:00 MST,NO,,Either,,,Linda,NO,,,DPM,,Kathy Hayes,,Dawn Carty,,Dawn Carty,,,1,,,,,,270-348-5053,Hopkinsville Fire Marshall,NO,YES,NO,NO,NO,NO,NO,NO,0,NO,0,YES,NO,,YES,YES,YES,,YES,,,0,,,,,1,,,,,,Cecilia,Cloos,ccloos@hopkinsvilleky.us,2708901450,,NO,NO,,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES,0,100,399,499,They have food stored there for the Meals on Wheels and SR feed lunch.,YES,YES,YES,YES,,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,,,,,,f,,,,,,,,,NO,NO,YES,NO,NO,NO,NO,NO,,NO,,NO,NO,"If facility is used, kitchen may still be needed to prepare meals on wheels or senior lunches.",,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Dawn Carty,Kentucky Region,07/12/2018 11:01:14 MDT
31860,420748,17340,Kentucky Region,ARC,ARC Managed,,Christian County High School,General,,NO,,16000,800,400,,Closed,B,220 Glass Avenue,,,Hopkinsville,KY,Christian,42240,1,Christian County Schools,NO,200 Glass Avenue,,Hopkinsville,KY,42240,2708877050,,,4,,-87.48751136,36.87720419,0,,,,"Going North on 41 highway, turn West on Glass Ave.",Gym flooded but not in floodplain,,,8/24/16,06/28/2018 00:00:00 MDT,,,Either,,,Jeremy,,,,,,Kathy Hayes,08/24/2016 00:00:00 MDT,Fred Doyle,10/26/2016 00:00:00 MDT,Jeremy Blansett,12/20/2017 00:00:00 MST,YES,1,,,,,,,Principal,NO,YES,NO,NO,NO,NO,NO,NO,2,YES,"gym, unknown",YES,YES,,YES,YES,YES,manual,YES,,,12,,,,59,2,,,,,,,,,,,,YES,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,0,1000,0,,,NO,YES,YES,YES,Accessible parking space-10  Van accessible parking space-10,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES,,,,,,,,,,,4,4,YES,,need school personnel accompanied,NO,YES,YES,NO,YES,YES,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Dawn Carty,Kentucky Region,07/03/2018 07:15:38 MDT
31861,420748,17340,Kentucky Region,ARC,ARC Managed,,Freedom Elementary,General,,NO,,7700,385,192,,Closed,B,831 North Drive,,,Hopkinsville,KY,Christian,42240,1,Christian County Schools,YES,831 North Drive,,Hopkinsville,KY,42240,2708877150,,,4,,-87.4939313,36.8841768,0,,NO,NO,Going West on 68/80 (7th St.) turn north on North Drive. 1 1/2 miles on left on Whippoorwill Drive.,Remodeled from old Christian County Middle School,,,,06/28/2018 00:00:00 MDT,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,0,,0,NO,,,,,YES,,YES,,,6,,,,27,5,,,,,,,,,,,,YES,,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,0,700,0,,,YES,YES,NO,NO,Accessible parking space-4  Van accessible parking space-4,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,,,,,,,,,,,1,1,YES,,,YES,YES,YES,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Dawn Carty,Kentucky Region,07/03/2018 07:10:40 MDT
31862,420748,17340,Kentucky Region,ARC,ARC Managed,,Crofton Elementary School,General,,NO,,5950,297,148,,Closed,B,12145 South Madisonvile Rd,,,CROFTON,KY,CHRISTIAN,42217,1,Christian,YES,12145 South Madisonvile Rd,,CROFTON,KY,42217,2708877190,,,4,,-87.485187,37.035246,0,,YES,NO,,,,,,06/28/2018 00:00:00 MDT,,,Either,,,,,,,,,,,,,,,,1,,,,,,,Principal,NO,YES,NO,NO,NO,NO,NO,NO,1,,0,NO,,,YES,YES,YES,,YES,,,8,,,,37,1,,,,,,,,,,,,YES,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,0,150,0,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,,,,,,,,,,,,,YES,,,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Dawn Carty,Kentucky Region,06/28/2018 12:58:39 MDT
31863,420748,17340,Kentucky Region,ARC,ARC Managed,,Dawson Springs High School,Other,SCHOOL,NO,,4000,200,0,,Closed,E,317 Eli Street,,,DAWSON SPRINGS,KY,HOPKINS,42408,1,,YES,317 Eli Street,,DAWSON SPRINGS,KY,42408,,,,4,,-87.6885503,37.16731385,0,,,,,,,,,,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Paul Kern,Kentucky Region,10/19/2015 13:11:05 MDT
31865,420748,17340,Kentucky Region,ARC,ARC Partner,,First Christian Church,General,,NO,,4000,200,100,,Closed,B,1030 College Drive,,,MADISONVILLE,KY,HOPKINS,42431,1,,YES,1030 College Drive,,MADISONVILLE,KY,42431,,,,4,,-87.49728725,37.36058256,535.558,NO,NO,NO,"From chapter office, go north on Main St. until you get to College Dr. Turn left, church is the first building on the right.",,NO,NO,11/29/12,11/29/2012 00:00:00 MST,NO,,Either,,,Randall,NO,,270-875-9180 (cell),Disaster Coordinator,,Walter South,11/29/2012 00:00:00 MST,Walter South,03/20/2013 00:00:00 MDT,,,,1,,,,,,270-871-2550,Maintenance,NO,YES,NO,NO,YES,NO,NO,NO,0,YES,Gym.100ft,YES,NO,NO,YES,YES,YES,,YES,,,2,NO,,,9,2,,,,,,Kenny,Stokes,First Christian Church,2708215335,,NO,NO,Generators will be purchased by the church.,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,0,0,0,200,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,,,,,,,t,,t,,1,1,YES,NO,,NO,YES,YES,NO,YES,NO,YES,NO,,NO,,,YES,Church members to be trained for shelter operations.,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Ari Denson,Kentucky Region,01/02/2018 14:25:38 MST
31866,420748,17340,Kentucky Region,Other,ARC Supported,,Grapevine Elementary School,Other,SCHOOL,NO,,3645,182,0,,Closed,E,1150 Hayes Avenue,,,MADISONVILLE,KY,HOPKINS,42431,1,,YES,1150 Hayes Avenue,,MADISONVILLE,KY,42431,,,,4,,-87.4882623,37.30964766,0,,,,,,,,9/10/09,07/22/2009 00:00:00 MDT,,,Either,,,JEANIE,,,,EXECUTIVE DIRECTOR,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,YES,NO,NO,NO,1,,0,,,,YES,YES,YES,,,,,1,,,,33,1,,,,,,,,,,,,YES,,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,0,101,0,,,,,,,,,,,YES,,,,,,,,,,,NO,,,YES,YES,NO,,YES,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Paul Kern,Kentucky Region,10/19/2015 13:13:03 MDT
31868,420748,17340,Kentucky Region,ARC,ARC Managed,,Hopkinsville High School,General,,NO,,6000,300,150,,Closed,B,430 Koffman Drive,,,Hopkinsville,KY,Christian,42240,1,,YES,430 Koffman Drive,,Hopkinsville,KY,42240,2708877110,,,4,,-87.50750212,36.842889,0,,,,Travel North on LaFayette Rd. turn right onto Kaufman Dr. School is at the end of the street.,,,,,06/28/2018 00:00:00 MDT,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,2,,0,YES,YES,,,,,,YES,,,12,,,,79,4,,,,,,,,,,,,YES,,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,0,9001200,0,1200,,NO,YES,YES,YES,Accessible parking space-6  Van accessible parking space-6,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,,,,,,,,,,,6,6,YES,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Dawn Carty,Kentucky Region,07/03/2018 07:16:10 MDT
31869,420748,17340,Kentucky Region,ARC,ARC Managed,,Hopkinsville Middle School,General,,NO,,8700,435,217,,Closed,B,434 Koffman Drive,,,Hopkinsville,KY,Christian,42240,1,Christian County Schools,YES,434 Koffman Drive,,Hopkinsville,KY,42240,2708877130,,,4,,-87.50748522,36.84297404,0,,,,Travel West of Hwy 380 (Country Club) turn south on Sunset Circle for 1 block then left on Koffman Dr. to school.,,,,,06/28/2018 00:00:00 MDT,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,1,,0,NO,YES,,YES,YES,YES,manual,YES,,,6,,,,28,5,,,,,,,,,,,,YES,,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,0,700,0,900,,YES,YES,YES,YES,,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,,,,,,,,,,,6,6,YES,,,,,YES,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Dawn Carty,Kentucky Region,07/03/2018 07:14:45 MDT
31871,420748,17340,Kentucky Region,ARC,ARC Managed,,North Hopkins High School,Other,SCHOOL,NO,,8900,445,0,,Closed,E,4515 Hanson Road,,,MADISONVILLE,KY,HOPKINS,42431,1,,YES,4515 Hanson Road,,MADISONVILLE,KY,42431,,,,4,,-87.4892557,37.37961822,0,,,,,,,,8/25/09,07/22/2009 00:00:00 MDT,,,Either,,,JEANIE,,,,EXECUTIVE DIRECTOR,,,,,,,,,1,,,,,,,,NO,YES,NO,NO,YES,NO,NO,NO,1,,0,,,,YES,,YES,,,,,33,,,,48,1,,,,,,,,,,,,,,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,0,450,0,,,,,,,,,,,YES,,,,,,,,,,,NO,,,YES,YES,NO,,YES,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Paul Kern,Kentucky Region,10/19/2015 13:14:46 MDT
31872,420748,17340,Kentucky Region,ARC,ARC Partner,,Pembroke Elementary School,Other,SCHOOL,NO,,1125,56,28,,Closed,B,1600 Pembroke-Oak Grove Road,,,PEMBROKE,KY,CHRISTIAN,42266,1,,NO,200 Glass Avenue,,PEMBROKE,KY,42266,2708877290,,,4,,-87.37241113,36.76110111,0,NO,NO,NO,,,YES,,,06/28/2018 00:00:00 MDT,,,Either,,,,NO,,,,NO,Kathy Hayes,08/24/2016 00:00:00 MDT,,,Dawn Carty,12/12/2017 00:00:00 MST,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,0,,0,YES,,,YES,,YES,,YES,,,0,,,,33,4,,,,,,Jason,Russell,,2708396637,,,YES,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,0,600,100,700,,YES,YES,YES,YES,,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,,,,,,,,,,,1,1,YES,,,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Dawn Carty,Kentucky Region,07/03/2018 07:13:03 MDT
31873,420748,17340,Kentucky Region,Other,ARC Supported,,Regional Senior Citizens Center,Other,SENIOR CENTER,NO,,,1,0,,Closed,E,200 North Main Street,,,MADISONVILLE,KY,HOPKINS,42431,1,,YES,200 North Main Street,,MADISONVILLE,KY,42431,,,,4,,-87.49836366,37.33085466,0,,,,,,,,,06/05/2007 00:00:00 MDT,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,1,,0,,,,YES,,YES,,,,,0,,,,,3,,,,,,,,,,,,,,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,0,220,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,YES,NO,NO,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Paul Kern,Kentucky Region,10/19/2015 13:15:15 MDT
31874,420748,17340,Kentucky Region,Other,ARC Supported,,Rizpah Temple,Other,TEMPLE,NO,,6750,337,168,,Closed,B,3300 Hanson Road,,,MADISONVILLE,KY,HOPKINS,42431,1,,YES,3300 Hanson Road,,MADISONVILLE,KY,42431,,,,4,,-87.4898702,37.3717216,0,,,,,,,,,,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,YES,NO,NO,YES,NO,NO,NO,0,,0,,,,YES,,,,,,,1,,,,,1,,,,,,,,,,,,,,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,0,162,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,YES,NO,NO,,YES,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Linda Ehrsam,Kentucky Region,12/12/2017 12:56:05 MST
31875,420748,17340,Kentucky Region,ARC,ARC Managed,,Sinking Fork Elementary School,General,,NO,,6800,340,170,,Closed,B,5005 Princeton Road,,,Hopkinsville,KY,Christian,42240,1,Christian County Schools,NO,200 Glass Ave,,Hopkinsville,KY,42240,2708877330,,,4,,-87.556616,36.901841,0,NO,,NO,"Travel west of Hwy 91 (Princeton Road) Just after crossing Witly Lane, school is on the left (south side of road.",,YES,YES,8/24/16,06/28/2018 00:00:00 MDT,,,Either,,,,NO,,,,NO,Kathy Hayes,08/24/2016 00:00:00 MDT,Fred Doyle,10/26/2016 00:00:00 MDT,Dawn Carty,12/12/2017 00:00:00 MST,YES,1,,,,,,,Principal,NO,YES,NO,NO,NO,NO,NO,NO,1,,0,YES,YES,,YES,YES,YES,manual,,,,1,,,,27,3,,,,,,,,,,,,,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,0,599,0,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,,,,,,,,,,,1,1,YES,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,NO,NO,,,NATIONAL SHELTER SYSTEM,08/01/2006 15:34:47 MDT,Dawn Carty,Kentucky Region,07/03/2018 07:13:28 MDT
